date,open,high,low,close,volume,range,conditions,first_trade_ratio,first_trade_start_close,first_trade_end_close,first_trade_high,first_trade_low,second_trade_ratio,second_trade_start_close,second_trade_end_close,second_trade_high,second_trade_low,final_trade_ratio,final_trade_start_close,final_trade_end_close,final_trade_high,final_trade_low,final_high_is_daily_high,final_low_is_daily_low
20230823,16419.0,16561.0,16405.0,16559.0,97826.0,156.0,"day_strong_trend, day_reversal, day_time_segment_ratio",0.8387096774193549,16416.0,16495.0,16500.0,16405.0,0.1,16498.0,16479.0,16523.0,16451.0,0.9916317991631799,16476.0,16559.0,16561.0,16460.0,True,False
20230824,16788.0,16798.0,16670.0,16759.0,108483.0,128.0,"day_reversal, day_time_segment_ratio",0.9354838709677419,16756.0,16709.0,16792.0,16692.0,0.5333333333333333,16702.0,16750.0,16760.0,16697.0,0.5355648535564853,16748.0,16759.0,16798.0,16670.0,True,True
20230825,16549.0,16586.0,16415.0,16421.0,99873.0,171.0,"day_strong_trend, day_reversal, day_time_segment_ratio",0.6129032258064516,16568.0,16580.0,16586.0,16526.0,0.6,16569.0,16511.0,16585.0,16502.0,0.9414225941422594,16522.0,16421.0,16567.0,16415.0,False,True
20230828,16468.0,16548.0,16461.0,16490.0,83016.0,87.0,"day_reversal, day_time_segment_ratio",0.6129032258064516,16487.0,16497.0,16530.0,16464.0,0.5666666666666667,16483.0,16517.0,16534.0,16470.0,0.6234309623430963,16521.0,16490.0,16548.0,16461.0,True,True
20230829,16578.0,16632.0,16453.0,16624.0,84828.0,179.0,day_time_segment_ratio,0.8709677419354839,16572.0,16526.0,16581.0,16500.0,0.3333333333333333,16527.0,16547.0,16547.0,16504.0,0.606694560669456,16550.0,16624.0,16632.0,16453.0,True,True
20230830,16738.0,16778.0,16695.0,16724.0,69972.0,83.0,day_time_segment_ratio,0.8387096774193549,16728.0,16738.0,16767.0,16724.0,0.8666666666666667,16750.0,16773.0,16776.0,16737.0,0.8661087866108786,16770.0,16724.0,16778.0,16695.0,True,True
20230831,16730.0,16731.0,16602.0,16628.0,89829.0,129.0,"day_strong_trend, day_reversal, day_time_segment_ratio",1.0,16719.0,16654.0,16731.0,16640.0,0.06666666666666667,16649.0,16656.0,16677.0,16624.0,0.8410041841004184,16660.0,16628.0,16688.0,16602.0,False,True
20230901,16608.0,16727.0,16600.0,16651.0,78425.0,127.0,"day_reversal, day_time_segment_ratio",0.8709677419354839,16620.0,16664.0,16674.0,16600.0,1.0,16652.0,16678.0,16688.0,16644.0,0.28451882845188287,16684.0,16651.0,16727.0,16640.0,True,False
20230904,16646.0,16782.0,16607.0,16782.0,84928.0,175.0,"day_strong_trend, day_reversal, day_time_segment_ratio",0.7096774193548387,16665.0,16653.0,16666.0,16628.0,0.5333333333333333,16645.0,16630.0,16692.0,16620.0,0.9539748953974896,16632.0,16782.0,16782.0,16607.0,True,True
20230905,16736.0,16765.0,16707.0,16754.0,56978.0,58.0,"day_reversal, day_time_segment_ratio",0.4838709677419355,16726.0,16740.0,16740.0,16707.0,0.9,16732.0,16745.0,16758.0,16712.0,0.8242677824267782,16746.0,16754.0,16765.0,16712.0,True,False
20230906,16758.0,16801.0,16702.0,16711.0,70586.0,99.0,"day_reversal, day_time_segment_ratio",0.5161290322580645,16769.0,16761.0,16801.0,16753.0,0.0,16752.0,16759.0,16769.0,16741.0,0.9288702928870293,16763.0,16711.0,16772.0,16702.0,False,True
20230907,16604.0,16660.0,16560.0,16564.0,78282.0,100.0,"day_reversal, day_time_segment_ratio",0.6774193548387096,16603.0,16648.0,16651.0,16576.0,0.3333333333333333,16646.0,16626.0,16660.0,16601.0,0.5271966527196653,16633.0,16564.0,16650.0,16560.0,False,True
20230908,16490.0,16579.0,16467.0,16563.0,74541.0,112.0,"day_strong_trend, day_reversal, day_time_segment_ratio",0.967741935483871,16484.0,16493.0,16520.0,16480.0,0.8333333333333334,16489.0,16484.0,16507.0,16475.0,0.9330543933054394,16487.0,16563.0,16579.0,16467.0,True,True
20230911,16560.0,16577.0,16366.0,16427.0,104249.0,211.0,"day_high_volatility, day_strong_trend, day_reversal, day_time_segment_ratio",0.9354838709677419,16573.0,16540.0,16577.0,16535.0,1.0,16546.0,16431.0,16553.0,16406.0,1.0,16431.0,16427.0,16468.0,16366.0,False,True
20230912,16459.0,16591.0,16413.0,16573.0,94537.0,178.0,"day_strong_trend, day_reversal, day_time_segment_ratio",0.6774193548387096,16464.0,16424.0,16482.0,16424.0,0.23333333333333334,16430.0,16456.0,16462.0,16413.0,0.9539748953974896,16454.0,16573.0,16591.0,16433.0,True,False
20230913,16570.0,16645.0,16523.0,16577.0,79001.0,122.0,day_time_segment_ratio,0.9354838709677419,16569.0,16601.0,16602.0,16557.0,0.26666666666666666,16618.0,16587.0,16645.0,16579.0,0.8493723849372385,16599.0,16577.0,16609.0,16523.0,False,True
20230914,16676.0,16842.0,16675.0,16838.0,82982.0,167.0,"day_strong_trend, day_reversal, day_time_segment_ratio",0.8387096774193549,16687.0,16735.0,16745.0,16675.0,1.0,16730.0,16773.0,16776.0,16721.0,1.0,16780.0,16838.0,16842.0,16758.0,True,False
20230915,16848.0,16918.0,16808.0,16906.0,74629.0,110.0,"day_reversal, day_time_segment_ratio",0.6129032258064516,16854.0,16845.0,16862.0,16830.0,1.0,16834.0,16830.0,16848.0,16808.0,0.8786610878661087,16833.0,16906.0,16918.0,16826.0,True,False
20230918,16757.0,16796.0,16700.0,16709.0,71901.0,96.0,"day_reversal, day_time_segment_ratio",0.7741935483870968,16749.0,16765.0,16788.0,16734.0,0.0,16784.0,16777.0,16794.0,16765.0,0.9037656903765691,16790.0,16709.0,16796.0,16700.0,True,True
20230919,16700.0,16741.0,16603.0,16609.0,73679.0,138.0,"day_strong_trend, day_reversal, day_time_segment_ratio",0.9032258064516129,16710.0,16734.0,16738.0,16680.0,0.7333333333333333,16734.0,16684.0,16741.0,16677.0,0.9581589958158996,16683.0,16609.0,16727.0,16603.0,False,True
20230920,16611.0,16648.0,16531.0,16537.0,46135.0,117.0,"day_strong_trend, day_reversal, day_time_segment_ratio",0.7419354838709677,16606.0,16578.0,16613.0,16577.0,0.43333333333333335,16570.0,16624.0,16634.0,16555.0,0.7589285714285714,16625.0,16537.0,16648.0,16531.0,True,True
20230921,16479.0,16483.0,16280.0,16309.0,103883.0,203.0,"day_high_volatility, day_strong_trend, day_reversal, day_time_segment_ratio",1.0,16471.0,16374.0,16483.0,16374.0,1.0,16378.0,16351.0,16383.0,16332.0,1.0,16359.0,16309.0,16361.0,16280.0,False,True
20230922,16200.0,16355.0,16188.0,16345.0,77413.0,167.0,"day_strong_trend, day_reversal, day_time_segment_ratio",1.0,16204.0,16269.0,16294.0,16188.0,0.9666666666666667,16270.0,16293.0,16306.0,16246.0,0.9874476987447699,16292.0,16345.0,16355.0,16258.0,True,False
20230925,16352.0,16491.0,16340.0,16464.0,69416.0,151.0,"day_strong_trend, day_reversal, day_time_segment_ratio",0.967741935483871,16352.0,16414.0,16434.0,16340.0,0.9666666666666667,16420.0,16424.0,16446.0,16394.0,1.0,16420.0,16464.0,16491.0,16417.0,True,False
20230926,16400.0,16408.0,16273.0,16308.0,88019.0,135.0,"day_strong_trend, day_reversal, day_time_segment_ratio",0.4838709677419355,16385.0,16383.0,16405.0,16332.0,0.36666666666666664,16376.0,16321.0,16408.0,16308.0,1.0,16325.0,16308.0,16348.0,16273.0,False,True
20230927,16246.0,16334.0,16230.0,16311.0,76108.0,104.0,"day_strong_trend, day_reversal, day_time_segment_ratio",0.5161290322580645,16253.0,16246.0,16275.0,16230.0,1.0,16256.0,16290.0,16322.0,16246.0,0.502092050209205,16302.0,16311.0,16334.0,16252.0,True,False
20230928,16342.0,16435.0,16295.0,16368.0,90611.0,140.0,"day_reversal, day_time_segment_ratio",0.8064516129032258,16381.0,16404.0,16426.0,16341.0,0.43333333333333335,16398.0,16378.0,16435.0,16361.0,0.9330543933054394,16374.0,16368.0,16400.0,16295.0,False,True
20231002,16531.0,16610.0,16504.0,16557.0,76530.0,106.0,"day_reversal, day_time_segment_ratio",0.7741935483870968,16518.0,16545.0,16558.0,16504.0,1.0,16545.0,16597.0,16600.0,16535.0,0.13807531380753138,16599.0,16557.0,16610.0,16550.0,True,False
20231003,16497.0,16553.0,16408.0,16412.0,84165.0,145.0,"day_reversal, day_time_segment_ratio",0.8064516129032258,16495.0,16527.0,16539.0,16476.0,1.0,16526.0,16539.0,16553.0,16517.0,0.8284518828451883,16529.0,16412.0,16551.0,16408.0,False,True
20231004,16285.0,16286.0,16164.0,16245.0,105775.0,122.0,"day_reversal, day_time_segment_ratio",0.8064516129032258,16265.0,16217.0,16286.0,16217.0,1.0,16232.0,16192.0,16239.0,16164.0,0.7782426778242678,16191.0,16245.0,16285.0,16182.0,False,False
20231005,16300.0,16486.0,16288.0,16456.0,88102.0,198.0,"day_strong_trend, day_reversal, day_time_segment_ratio",0.967741935483871,16299.0,16365.0,16365.0,16288.0,1.0,16366.0,16382.0,16390.0,16345.0,1.0,16387.0,16456.0,16486.0,16378.0,True,False
20231006,16476.0,16552.0,16473.0,16531.0,67755.0,79.0,"day_strong_trend, day_reversal, day_time_segment_ratio",0.8387096774193549,16507.0,16510.0,16548.0,16473.0,0.1,16504.0,16521.0,16523.0,16482.0,0.803347280334728,16514.0,16531.0,16552.0,16484.0,True,False
20231011,16829.0,16829.0,16662.0,16717.0,82924.0,167.0,"day_strong_trend, day_time_segment_ratio",0.6451612903225806,16777.0,16743.0,16829.0,16726.0,0.9333333333333333,16746.0,16725.0,16767.0,16707.0,1.0,16722.0,16717.0,16733.0,16662.0,False,True
20231012,16768.0,16857.0,16725.0,16848.0,75642.0,132.0,"day_strong_trend, day_reversal, day_time_segment_ratio",0.6774193548387096,16772.0,16738.0,16797.0,16725.0,0.23333333333333334,16736.0,16757.0,16775.0,16730.0,0.9790794979079498,16747.0,16848.0,16857.0,16745.0,True,False
20231013,16750.0,16807.0,16730.0,16770.0,65729.0,77.0,"day_reversal, day_time_segment_ratio",0.5806451612903226,16750.0,16747.0,16765.0,16740.0,0.8666666666666667,16757.0,16785.0,16791.0,16745.0,0.48535564853556484,16789.0,16770.0,16807.0,16730.0,True,True
20231016,16661.0,16683.0,16603.0,16648.0,78553.0,80.0,"day_reversal, day_time_segment_ratio",0.5806451612903226,16655.0,16665.0,16683.0,16641.0,0.3,16659.0,16660.0,16681.0,16623.0,0.7615062761506276,16659.0,16648.0,16669.0,16603.0,False,True
20231017,16764.0,16782.0,16634.0,16650.0,67449.0,148.0,"day_strong_trend, day_reversal, day_time_segment_ratio",0.9354838709677419,16772.0,16740.0,16782.0,16738.0,1.0,16743.0,16721.0,16747.0,16710.0,0.9707112970711297,16717.0,16650.0,16753.0,16634.0,False,True
20231018,16616.0,16633.0,16411.0,16426.0,59625.0,222.0,"day_high_volatility, day_strong_trend, day_reversal, day_time_segment_ratio",0.967741935483871,16626.0,16568.0,16633.0,16566.0,1.0,16570.0,16519.0,16589.0,16515.0,1.0,16521.0,16426.0,16552.0,16411.0,False,True
20231019,16365.0,16487.0,16357.0,16458.0,83643.0,130.0,"day_strong_trend, day_reversal, day_time_segment_ratio",0.8709677419354839,16384.0,16464.0,16476.0,16357.0,1.0,16465.0,16469.0,16485.0,16441.0,0.2510460251046025,16465.0,16458.0,16487.0,16396.0,True,False
20231020,16440.0,16465.0,16255.0,16413.0,115067.0,210.0,"day_high_volatility, day_reversal, day_time_segment_ratio",1.0,16391.0,16285.0,16448.0,16278.0,1.0,16286.0,16284.0,16296.0,16255.0,0.7656903765690377,16286.0,16413.0,16465.0,16277.0,True,False
20231023,16350.0,16366.0,16250.0,16254.0,78866.0,116.0,"day_strong_trend, day_reversal, day_time_segment_ratio",0.5161290322580645,16344.0,16347.0,16362.0,16321.0,0.6333333333333333,16349.0,16344.0,16366.0,16312.0,0.9916317991631799,16338.0,16254.0,16345.0,16250.0,False,True
20231024,16274.0,16343.0,16148.0,16335.0,117143.0,195.0,day_time_segment_ratio,0.6451612903225806,16256.0,16270.0,16287.0,16226.0,0.7666666666666667,16267.0,16166.0,16282.0,16155.0,0.8200836820083682,16164.0,16335.0,16343.0,16148.0,True,True
20231025,16370.0,16480.0,16350.0,16358.0,85051.0,130.0,day_time_segment_ratio,0.6774193548387096,16380.0,16410.0,16422.0,16360.0,1.0,16412.0,16434.0,16444.0,16392.0,0.6150627615062761,16434.0,16358.0,16480.0,16350.0,True,True
20231026,16144.0,16176.0,16039.0,16069.0,109855.0,137.0,"day_reversal, day_time_segment_ratio",0.7741935483870968,16126.0,16122.0,16155.0,16075.0,0.8666666666666667,16119.0,16165.0,16176.0,16091.0,0.895397489539749,16159.0,16069.0,16167.0,16039.0,False,True
20231027,16137.0,16217.0,16120.0,16151.0,84423.0,97.0,"day_reversal, day_time_segment_ratio",0.4838709677419355,16156.0,16168.0,16179.0,16131.0,1.0,16175.0,16189.0,16209.0,16165.0,0.7280334728033473,16187.0,16151.0,16217.0,16120.0,True,True
20231030,16118.0,16238.0,16111.0,16157.0,88581.0,127.0,"day_reversal, day_time_segment_ratio",0.967741935483871,16122.0,16176.0,16238.0,16111.0,0.5333333333333333,16169.0,16203.0,16209.0,16155.0,0.7531380753138075,16199.0,16157.0,16224.0,16131.0,False,False
20231031,16180.0,16197.0,15973.0,15994.0,108999.0,224.0,"day_high_volatility, day_strong_trend, day_reversal, day_time_segment_ratio",0.3870967741935484,16167.0,16147.0,16195.0,16145.0,0.36666666666666664,16149.0,16168.0,16197.0,16132.0,0.8619246861924686,16163.0,15994.0,16196.0,15973.0,False,True
20231101,16099.0,16120.0,15978.0,16048.0,86876.0,142.0,"day_reversal, day_time_segment_ratio",0.7419354838709677,16112.0,16095.0,16120.0,16081.0,0.9333333333333333,16086.0,16058.0,16104.0,16052.0,0.6401673640167364,16049.0,16048.0,16095.0,15978.0,False,True
20231102,16256.0,16399.0,16250.0,16390.0,80745.0,149.0,"day_strong_trend, day_reversal, day_time_segment_ratio",0.8709677419354839,16273.0,16323.0,16333.0,16250.0,1.0,16339.0,16340.0,16355.0,16322.0,1.0,16338.0,16390.0,16399.0,16326.0,True,False
20231103,16488.0,16537.0,16441.0,16512.0,73851.0,96.0,"day_reversal, day_time_segment_ratio",0.6129032258064516,16461.0,16468.0,16494.0,16441.0,0.9,16475.0,16498.0,16499.0,16452.0,0.799163179916318,16492.0,16512.0,16537.0,16460.0,True,False
20231106,16680.0,16750.0,16626.0,16670.0,82809.0,124.0,day_time_segment_ratio,0.7741935483870968,16667.0,16640.0,16683.0,16626.0,0.8666666666666667,16643.0,16676.0,16686.0,16633.0,0.07112970711297072,16677.0,16670.0,16750.0,16654.0,True,False
20231107,16632.0,16712.0,16613.0,16709.0,64900.0,99.0,"day_strong_trend, day_reversal, day_time_segment_ratio",0.7419354838709677,16627.0,16656.0,16657.0,16613.0,1.0,16661.0,16694.0,16696.0,16652.0,0.9790794979079498,16685.0,16709.0,16712.0,16654.0,True,False
20231108,16725.0,16797.0,16687.0,16749.0,76106.0,110.0,"day_reversal, day_time_segment_ratio",0.7741935483870968,16720.0,16709.0,16737.0,16687.0,0.8666666666666667,16708.0,16746.0,16754.0,16700.0,0.8200836820083682,16747.0,16749.0,16797.0,16726.0,True,False
20231109,16711.0,16788.0,16692.0,16763.0,69625.0,96.0,"day_reversal, day_time_segment_ratio",0.8064516129032258,16711.0,16724.0,16742.0,16709.0,0.6333333333333333,16722.0,16768.0,16781.0,16697.0,0.3138075313807531,16776.0,16763.0,16788.0,16692.0,True,True
20231110,16664.0,16738.0,16627.0,16736.0,76599.0,111.0,"day_strong_trend, day_reversal, day_time_segment_ratio",0.7419354838709677,16650.0,16676.0,16690.0,16627.0,0.0,16684.0,16675.0,16698.0,16670.0,0.7154811715481172,16665.0,16736.0,16738.0,16642.0,True,False
20231113,16969.0,16985.0,16836.0,16876.0,81001.0,149.0,"day_strong_trend, day_reversal, day_time_segment_ratio",0.8064516129032258,16976.0,16924.0,16985.0,16913.0,1.0,16914.0,16893.0,16925.0,16887.0,1.0,16886.0,16876.0,16913.0,16836.0,False,True
20231114,16956.0,16976.0,16912.0,16949.0,58854.0,64.0,day_time_segment_ratio,0.5483870967741935,16947.0,16925.0,16967.0,16923.0,0.26666666666666666,16924.0,16951.0,16958.0,16912.0,0.7196652719665272,16948.0,16949.0,16976.0,16921.0,True,False
20231115,17170.0,17192.0,17055.0,17123.0,50266.0,137.0,"day_reversal, day_time_segment_ratio",0.7741935483870968,17174.0,17150.0,17192.0,17135.0,1.0,17152.0,17126.0,17163.0,17117.0,1.0,17129.0,17123.0,17152.0,17055.0,False,True
20231116,17196.0,17218.0,17109.0,17186.0,72678.0,109.0,day_time_segment_ratio,0.7741935483870968,17202.0,17211.0,17218.0,17192.0,0.9666666666666667,17203.0,17173.0,17211.0,17169.0,0.29707112970711297,17174.0,17186.0,17193.0,17109.0,False,True
20231117,17152.0,17252.0,17151.0,17222.0,72926.0,101.0,"day_strong_trend, day_reversal, day_time_segment_ratio",0.967741935483871,17163.0,17185.0,17201.0,17151.0,0.9666666666666667,17184.0,17222.0,17230.0,17179.0,0.100418410041841,17229.0,17222.0,17252.0,17189.0,True,False
20231120,17227.0,17288.0,17154.0,17200.0,72248.0,134.0,day_time_segment_ratio,1.0,17277.0,17225.0,17288.0,17191.0,0.9,17230.0,17172.0,17242.0,17156.0,0.17573221757322174,17164.0,17200.0,17213.0,17154.0,False,True
20231121,17281.0,17425.0,17280.0,17415.0,70146.0,145.0,"day_strong_trend, day_reversal, day_time_segment_ratio",1.0,17288.0,17350.0,17356.0,17280.0,1.0,17351.0,17380.0,17395.0,17348.0,1.0,17384.0,17415.0,17425.0,17377.0,True,False
20231122,17298.0,17334.0,17256.0,17284.0,65436.0,78.0,day_time_segment_ratio,0.6451612903225806,17295.0,17310.0,17318.0,17280.0,1.0,17312.0,17329.0,17333.0,17303.0,0.7615062761506276,17332.0,17284.0,17334.0,17256.0,True,True
20231123,17275.0,17323.0,17214.0,17307.0,73744.0,109.0,"day_reversal, day_time_segment_ratio",0.4838709677419355,17288.0,17287.0,17305.0,17259.0,0.9,17288.0,17312.0,17322.0,17271.0,0.6443514644351465,17318.0,17307.0,17323.0,17214.0,True,True
20231124,17330.0,17350.0,17265.0,17293.0,51647.0,85.0,"day_reversal, day_time_segment_ratio",0.8709677419354839,17346.0,17320.0,17350.0,17317.0,1.0,17324.0,17288.0,17326.0,17271.0,0.016736401673640166,17293.0,17293.0,17312.0,17265.0,False,True
20231127,17257.0,17361.0,17145.0,17173.0,90240.0,216.0,"day_high_volatility, day_reversal, day_time_segment_ratio",1.0,17252.0,17347.0,17361.0,17236.0,0.4666666666666667,17345.0,17276.0,17353.0,17272.0,1.0,17287.0,17173.0,17295.0,17145.0,False,True
20231128,17215.0,17402.0,17195.0,17364.0,87468.0,207.0,"day_high_volatility, day_strong_trend, day_reversal, day_time_segment_ratio",0.45161290322580644,17233.0,17238.0,17240.0,17195.0,1.0,17241.0,17254.0,17259.0,17219.0,1.0,17261.0,17364.0,17402.0,17252.0,True,False
20231129,17339.0,17450.0,17314.0,17334.0,78995.0,136.0,day_time_segment_ratio,0.967741935483871,17353.0,17398.0,17429.0,17335.0,0.9666666666666667,17393.0,17415.0,17450.0,17388.0,0.9539748953974896,17406.0,17334.0,17418.0,17314.0,False,True
20231130,17400.0,17416.0,17291.0,17393.0,82949.0,125.0,day_time_segment_ratio,0.967741935483871,17406.0,17374.0,17416.0,17360.0,0.8,17367.0,17346.0,17387.0,17321.0,0.8451882845188284,17351.0,17393.0,17406.0,17291.0,False,True
20231201,17333.0,17434.0,17254.0,17421.0,79683.0,180.0,"day_reversal, day_time_segment_ratio",0.967741935483871,17332.0,17340.0,17348.0,17254.0,0.9666666666666667,17337.0,17384.0,17386.0,17312.0,1.0,17387.0,17421.0,17434.0,17352.0,True,False
20231204,17465.0,17491.0,17376.0,17419.0,69254.0,115.0,"day_reversal, day_time_segment_ratio",0.5483870967741935,17475.0,17452.0,17491.0,17442.0,1.0,17451.0,17430.0,17466.0,17404.0,0.8535564853556485,17425.0,17419.0,17448.0,17376.0,False,True
20231205,17285.0,17330.0,17231.0,17309.0,76573.0,99.0,day_time_segment_ratio,0.8387096774193549,17305.0,17262.0,17330.0,17260.0,0.0,17260.0,17273.0,17283.0,17234.0,0.7782426778242678,17281.0,17309.0,17317.0,17231.0,False,True
20231206,17367.0,17453.0,17346.0,17381.0,79344.0,107.0,"day_reversal, day_time_segment_ratio",0.6129032258064516,17385.0,17371.0,17396.0,17346.0,0.4666666666666667,17368.0,17415.0,17419.0,17356.0,0.5899581589958159,17410.0,17381.0,17453.0,17366.0,True,False
20231207,17321.0,17371.0,17261.0,17270.0,77268.0,110.0,"day_reversal, day_time_segment_ratio",0.5483870967741935,17328.0,17338.0,17352.0,17302.0,0.6666666666666666,17347.0,17355.0,17371.0,17308.0,0.9079497907949791,17357.0,17270.0,17360.0,17261.0,False,True
20231208,17409.0,17470.0,17363.0,17377.0,87603.0,107.0,"day_reversal, day_time_segment_ratio",0.967741935483871,17411.0,17459.0,17470.0,17404.0,0.6,17454.0,17427.0,17463.0,17412.0,0.9456066945606695,17421.0,17377.0,17440.0,17363.0,False,True
20231211,17436.0,17457.0,17350.0,17418.0,64963.0,107.0,"day_reversal, day_time_segment_ratio",0.9354838709677419,17446.0,17363.0,17457.0,17362.0,0.06666666666666667,17368.0,17383.0,17400.0,17350.0,0.5899581589958159,17380.0,17418.0,17420.0,17358.0,False,False
20231212,17518.0,17545.0,17427.0,17464.0,67162.0,118.0,"day_reversal, day_time_segment_ratio",0.4838709677419355,17519.0,17511.0,17545.0,17502.0,1.0,17518.0,17493.0,17523.0,17489.0,1.0,17497.0,17464.0,17507.0,17427.0,False,True
20231213,17491.0,17519.0,17426.0,17453.0,65107.0,93.0,"day_reversal, day_time_segment_ratio",0.7096774193548387,17503.0,17491.0,17511.0,17463.0,0.9333333333333333,17493.0,17497.0,17519.0,17490.0,0.8828451882845189,17490.0,17453.0,17511.0,17426.0,False,True
20231214,17608.0,17691.0,17595.0,17666.0,93001.0,96.0,"day_strong_trend, day_reversal, day_time_segment_ratio",0.5806451612903226,17613.0,17627.0,17655.0,17595.0,0.9,17625.0,17655.0,17689.0,17611.0,0.3305439330543933,17656.0,17666.0,17691.0,17606.0,True,False
20231215,17771.0,17775.0,17672.0,17674.0,70299.0,103.0,"day_strong_trend, day_reversal, day_time_segment_ratio",1.0,17773.0,17736.0,17775.0,17724.0,0.9666666666666667,17739.0,17731.0,17750.0,17721.0,0.7322175732217573,17732.0,17674.0,17765.0,17672.0,False,True
20231218,17672.0,17673.0,17583.0,17655.0,62906.0,90.0,"day_reversal, day_time_segment_ratio",1.0,17651.0,17599.0,17673.0,17583.0,0.9,17598.0,17641.0,17649.0,17592.0,0.8661087866108786,17637.0,17655.0,17662.0,17618.0,False,False
